,player,balloon_color,window_start,window_end,pop_count,score_in_window,bonus_hits
3229,Scooby_Doo,green,2025-02-05 12:56:20+00:00,2025-02-05 12:56:30+00:00,1,60,1
3230,Jerry,brown,2025-02-05 12:55:40+00:00,2025-02-05 12:55:50+00:00,1,35,1
3231,Doraemon,blue,2025-02-05 12:55:30+00:00,2025-02-05 12:55:40+00:00,1,75,1
3232,SpongeBob,blue,2025-02-05 12:50:50+00:00,2025-02-05 12:51:00+00:00,1,75,1
3233,Pikachu,black,2025-02-05 12:50:40+00:00,2025-02-05 12:50:50+00:00,1,80,0
3234,Jerry,blue,2025-02-05 12:47:40+00:00,2025-02-05 12:47:50+00:00,1,75,0
3235,Mickey,black,2025-02-05 12:43:20+00:00,2025-02-05 12:43:30+00:00,3,240,3
3236,SpongeBob,black,2025-02-05 12:42:40+00:00,2025-02-05 12:42:50+00:00,1,80,0
3237,Doraemon,purple,2025-02-05 12:41:00+00:00,2025-02-05 12:41:10+00:00,1,40,0
3238,Tom,blue,2025-02-05 12:39:30+00:00,2025-02-05 12:39:40+00:00,1,75,1
3239,Mickey,black,2025-02-05 12:37:30+00:00,2025-02-05 12:37:40+00:00,1,80,1
3240,Pikachu,red,2025-02-05 12:32:40+00:00,2025-02-05 12:32:50+00:00,1,100,1
3241,Mickey,red,2025-02-05 12:29:40+00:00,2025-02-05 12:29:50+00:00,2,200,2
3242,Bugs_Bunny,orange,2025-02-05 12:23:00+00:00,2025-02-05 12:23:10+00:00,1,30,1
3243,Jerry,brown,2025-02-05 12:20:40+00:00,2025-02-05 12:20:50+00:00,2,70,2
3244,SpongeBob,blue,2025-02-05 12:18:40+00:00,2025-02-05 12:18:50+00:00,1,75,1
3245,Pikachu,yellow,2025-02-05 12:17:30+00:00,2025-02-05 12:17:40+00:00,2,100,2
3246,Doraemon,white,2025-02-05 12:14:50+00:00,2025-02-05 12:15:00+00:00,1,70,1
3247,Mickey,purple,2025-02-05 12:11:40+00:00,2025-02-05 12:11:50+00:00,1,40,0
3248,Pikachu,black,2025-02-05 12:05:40+00:00,2025-02-05 12:05:50+00:00,1,80,0
3249,Doraemon,blue,2025-02-05 12:02:50+00:00,2025-02-05 12:03:00+00:00,1,75,1
3250,Homer_Simpson,purple,2025-02-05 11:55:20+00:00,2025-02-05 11:55:30+00:00,1,40,0
3251,Scooby_Doo,green,2025-02-05 11:51:50+00:00,2025-02-05 11:52:00+00:00,2,120,2
3252,Tom,blue,2025-02-05 11:46:20+00:00,2025-02-05 11:46:30+00:00,1,75,1
3253,Pikachu,red,2025-02-05 11:38:10+00:00,2025-02-05 11:38:20+00:00,1,100,1
3254,SpongeBob,blue,2025-02-05 11:35:50+00:00,2025-02-05 11:36:00+00:00,1,75,1
3255,Bugs_Bunny,grey,2025-02-05 11:32:10+00:00,2025-02-05 11:32:20+00:00,1,45,1
3256,SpongeBob,blue,2025-02-05 11:28:10+00:00,2025-02-05 11:28:20+00:00,1,75,1
3257,Mickey,black,2025-02-05 11:27:00+00:00,2025-02-05 11:27:10+00:00,1,80,1
3258,Tom,blue,2025-02-05 11:26:40+00:00,2025-02-05 11:26:50+00:00,2,150,2
3259,Scooby_Doo,brown,2025-02-05 11:26:20+00:00,2025-02-05 11:26:30+00:00,1,35,1
3260,Homer_Simpson,green,2025-02-05 11:08:50+00:00,2025-02-05 11:09:00+00:00,1,60,0
3261,Pikachu,red,2025-02-05 11:02:40+00:00,2025-02-05 11:02:50+00:00,1,100,1
3262,SpongeBob,green,2025-02-05 15:01:20+00:00,2025-02-05 15:01:30+00:00,1,60,0
3263,Scooby_Doo,brown,2025-02-05 14:57:10+00:00,2025-02-05 14:57:20+00:00,1,35,1
3264,Pikachu,red,2025-02-05 14:46:30+00:00,2025-02-05 14:46:40+00:00,2,200,2
3265,Mickey,black,2025-02-05 14:34:50+00:00,2025-02-05 14:35:00+00:00,2,160,2
3266,SpongeBob,yellow,2025-02-05 14:27:50+00:00,2025-02-05 14:28:00+00:00,1,50,1
3267,Bugs_Bunny,grey,2025-02-05 14:27:30+00:00,2025-02-05 14:27:40+00:00,1,45,1
3268,Doraemon,blue,2025-02-05 14:15:10+00:00,2025-02-05 14:15:20+00:00,1,75,1
3269,Tom,grey,2025-02-05 14:12:50+00:00,2025-02-05 14:13:00+00:00,1,45,1
3270,Jerry,green,2025-02-05 14:12:30+00:00,2025-02-05 14:12:40+00:00,1,60,0
3271,Jerry,blue,2025-02-05 14:10:20+00:00,2025-02-05 14:10:30+00:00,1,75,0
3272,Jerry,red,2025-02-05 14:05:20+00:00,2025-02-05 14:05:30+00:00,1,100,0
3273,Mickey,black,2025-02-05 14:01:40+00:00,2025-02-05 14:01:50+00:00,1,80,1
3274,SpongeBob,red,2025-02-05 13:58:50+00:00,2025-02-05 13:59:00+00:00,1,100,0
3275,Mickey,black,2025-02-05 13:58:30+00:00,2025-02-05 13:58:40+00:00,2,160,2
3276,Doraemon,blue,2025-02-05 13:55:50+00:00,2025-02-05 13:56:00+00:00,1,75,1
3277,SpongeBob,yellow,2025-02-05 13:39:50+00:00,2025-02-05 13:40:00+00:00,2,100,2
3278,Scooby_Doo,green,2025-02-05 13:35:30+00:00,2025-02-05 13:35:40+00:00,1,60,1
3279,Bugs_Bunny,grey,2025-02-05 13:34:50+00:00,2025-02-05 13:35:00+00:00,2,90,2
3280,Jerry,brown,2025-02-05 13:29:20+00:00,2025-02-05 13:29:30+00:00,1,35,1
3281,Doraemon,white,2025-02-05 13:28:10+00:00,2025-02-05 13:28:20+00:00,1,70,1
3282,Mickey,red,2025-02-05 13:26:30+00:00,2025-02-05 13:26:40+00:00,1,100,1
3283,Tom,blue,2025-02-05 13:26:20+00:00,2025-02-05 13:26:30+00:00,1,75,1
3284,Pikachu,red,2025-02-05 13:25:20+00:00,2025-02-05 13:25:30+00:00,1,100,1
3285,Pikachu,blue,2025-02-05 13:20:40+00:00,2025-02-05 13:20:50+00:00,1,75,0
3286,Doraemon,purple,2025-02-05 13:17:30+00:00,2025-02-05 13:17:40+00:00,1,40,0
3287,SpongeBob,yellow,2025-02-05 13:16:30+00:00,2025-02-05 13:16:40+00:00,1,50,1
3288,Tom,blue,2025-02-05 13:13:40+00:00,2025-02-05 13:13:50+00:00,1,75,1
3289,Jerry,yellow,2025-02-05 13:11:20+00:00,2025-02-05 13:11:30+00:00,1,50,1
3290,Homer_Simpson,yellow,2025-02-05 13:04:40+00:00,2025-02-05 13:04:50+00:00,2,100,2
3291,Scooby_Doo,green,2025-02-05 13:03:00+00:00,2025-02-05 13:03:10+00:00,1,60,1
3292,Jerry,brown,2025-02-05 13:02:40+00:00,2025-02-05 13:02:50+00:00,1,35,1
3293,Homer_Simpson,blue,2025-02-05 12:53:40+00:00,2025-02-05 12:53:50+00:00,1,75,1
3294,Homer_Simpson,blue,2025-02-05 12:48:50+00:00,2025-02-05 12:49:00+00:00,2,150,2
3295,Jerry,yellow,2025-02-05 12:45:50+00:00,2025-02-05 12:46:00+00:00,2,100,2
3296,Doraemon,blue,2025-02-05 12:43:00+00:00,2025-02-05 12:43:10+00:00,1,75,1
3297,SpongeBob,blue,2025-02-05 12:41:50+00:00,2025-02-05 12:42:00+00:00,2,150,2
3298,Bugs_Bunny,grey,2025-02-05 12:39:40+00:00,2025-02-05 12:39:50+00:00,1,45,1
3299,Tom,blue,2025-02-05 12:36:20+00:00,2025-02-05 12:36:30+00:00,1,75,1
3300,Bugs_Bunny,green,2025-02-05 12:32:20+00:00,2025-02-05 12:32:30+00:00,1,60,0
3301,Bugs_Bunny,black,2025-02-05 12:30:00+00:00,2025-02-05 12:30:10+00:00,1,80,0
3302,Mickey,red,2025-02-05 12:30:00+00:00,2025-02-05 12:30:10+00:00,1,100,1
3303,Mickey,black,2025-02-05 12:22:50+00:00,2025-02-05 12:23:00+00:00,3,240,3
3304,Scooby_Doo,green,2025-02-05 12:21:00+00:00,2025-02-05 12:21:10+00:00,1,60,1
3305,Pikachu,yellow,2025-02-05 12:16:50+00:00,2025-02-05 12:17:00+00:00,1,50,1
3306,Scooby_Doo,green,2025-02-05 12:15:30+00:00,2025-02-05 12:15:40+00:00,1,60,1
3307,Bugs_Bunny,black,2025-02-05 12:06:00+00:00,2025-02-05 12:06:10+00:00,1,80,0
3308,Mickey,red,2025-02-05 12:06:00+00:00,2025-02-05 12:06:10+00:00,1,100,1
3309,Jerry,brown,2025-02-05 12:05:50+00:00,2025-02-05 12:06:00+00:00,1,35,1
3310,Doraemon,blue,2025-02-05 12:04:50+00:00,2025-02-05 12:05:00+00:00,1,75,1
3311,Homer_Simpson,yellow,2025-02-05 11:48:50+00:00,2025-02-05 11:49:00+00:00,2,100,2
3312,Bugs_Bunny,green,2025-02-05 11:47:00+00:00,2025-02-05 11:47:10+00:00,1,60,0
3313,Mickey,red,2025-02-05 11:45:00+00:00,2025-02-05 11:45:10+00:00,1,100,1
3314,Bugs_Bunny,grey,2025-02-05 11:43:20+00:00,2025-02-05 11:43:30+00:00,1,45,1
3315,Mickey,black,2025-02-05 11:40:00+00:00,2025-02-05 11:40:10+00:00,1,80,1
3316,Doraemon,blue,2025-02-05 11:38:40+00:00,2025-02-05 11:38:50+00:00,1,75,1
3317,SpongeBob,grey,2025-02-05 11:38:40+00:00,2025-02-05 11:38:50+00:00,1,45,0
3318,Bugs_Bunny,green,2025-02-05 11:23:20+00:00,2025-02-05 11:23:30+00:00,1,60,0
3319,SpongeBob,blue,2025-02-05 11:23:20+00:00,2025-02-05 11:23:30+00:00,1,75,1
3320,Bugs_Bunny,grey,2025-02-05 11:17:40+00:00,2025-02-05 11:17:50+00:00,1,45,1
3321,SpongeBob,white,2025-02-05 11:12:10+00:00,2025-02-05 11:12:20+00:00,1,70,0
3322,Tom,grey,2025-02-05 14:29:00+00:00,2025-02-05 14:29:10+00:00,1,45,1
3323,Doraemon,grey,2025-02-05 14:28:30+00:00,2025-02-05 14:28:40+00:00,1,45,0
3324,Doraemon,green,2025-02-05 14:13:50+00:00,2025-02-05 14:14:00+00:00,1,60,0
3325,Scooby_Doo,green,2025-02-05 14:13:30+00:00,2025-02-05 14:13:40+00:00,1,60,1
3326,Bugs_Bunny,black,2025-02-05 14:09:20+00:00,2025-02-05 14:09:30+00:00,1,80,0
3327,Doraemon,blue,2025-02-05 14:07:20+00:00,2025-02-05 14:07:30+00:00,1,75,1
3328,Mickey,black,2025-02-05 14:06:10+00:00,2025-02-05 14:06:20+00:00,1,80,1
3329,Pikachu,yellow,2025-02-05 14:02:20+00:00,2025-02-05 14:02:30+00:00,1,50,1
3330,Homer_Simpson,yellow,2025-02-05 14:01:00+00:00,2025-02-05 14:01:10+00:00,1,50,1
3331,Pikachu,purple,2025-02-05 13:59:30+00:00,2025-02-05 13:59:40+00:00,1,40,0
3332,Pikachu,red,2025-02-05 13:58:40+00:00,2025-02-05 13:58:50+00:00,1,100,1
3333,Tom,blue,2025-02-05 13:53:20+00:00,2025-02-05 13:53:30+00:00,1,75,1
3334,Mickey,black,2025-02-05 13:51:10+00:00,2025-02-05 13:51:20+00:00,2,160,2
3335,Pikachu,red,2025-02-05 13:44:30+00:00,2025-02-05 13:44:40+00:00,1,100,1
3336,Mickey,black,2025-02-05 13:42:30+00:00,2025-02-05 13:42:40+00:00,1,80,1
3337,Mickey,black,2025-02-05 13:40:20+00:00,2025-02-05 13:40:30+00:00,1,80,1
3338,Mickey,yellow,2025-02-05 13:39:40+00:00,2025-02-05 13:39:50+00:00,1,50,0
3339,Homer_Simpson,blue,2025-02-05 13:27:50+00:00,2025-02-05 13:28:00+00:00,2,150,2
3340,Mickey,black,2025-02-05 13:14:10+00:00,2025-02-05 13:14:20+00:00,2,160,2
3341,Tom,blue,2025-02-05 13:06:20+00:00,2025-02-05 13:06:30+00:00,1,75,1
3342,Pikachu,grey,2025-02-05 13:05:10+00:00,2025-02-05 13:05:20+00:00,1,45,0
3343,Mickey,red,2025-02-05 13:00:40+00:00,2025-02-05 13:00:50+00:00,1,100,1
3344,Jerry,brown,2025-02-05 13:00:30+00:00,2025-02-05 13:00:40+00:00,1,35,1
3345,Pikachu,blue,2025-02-05 12:54:50+00:00,2025-02-05 12:55:00+00:00,1,75,0
3346,Tom,blue,2025-02-05 12:41:20+00:00,2025-02-05 12:41:30+00:00,2,150,2
3347,Mickey,purple,2025-02-05 12:14:00+00:00,2025-02-05 12:14:10+00:00,1,40,0
3348,Tom,grey,2025-02-05 12:02:30+00:00,2025-02-05 12:02:40+00:00,1,45,1
3349,Scooby_Doo,brown,2025-02-05 12:00:20+00:00,2025-02-05 12:00:30+00:00,1,35,1
3350,Mickey,red,2025-02-05 11:59:20+00:00,2025-02-05 11:59:30+00:00,1,100,1
3351,SpongeBob,blue,2025-02-05 11:48:10+00:00,2025-02-05 11:48:20+00:00,1,75,1
3352,Pikachu,yellow,2025-02-05 11:41:00+00:00,2025-02-05 11:41:10+00:00,1,50,1
3353,SpongeBob,blue,2025-02-05 11:38:30+00:00,2025-02-05 11:38:40+00:00,1,75,1
3354,Tom,grey,2025-02-05 11:37:40+00:00,2025-02-05 11:37:50+00:00,1,45,1
3355,Doraemon,brown,2025-02-05 11:30:10+00:00,2025-02-05 11:30:20+00:00,1,35,0
3356,Tom,grey,2025-02-05 11:27:40+00:00,2025-02-05 11:27:50+00:00,1,45,1
3357,Pikachu,red,2025-02-05 11:27:00+00:00,2025-02-05 11:27:10+00:00,1,100,1
3358,Mickey,red,2025-02-05 11:26:50+00:00,2025-02-05 11:27:00+00:00,1,100,1
3359,Bugs_Bunny,grey,2025-02-05 11:23:50+00:00,2025-02-05 11:24:00+00:00,1,45,1
3360,Doraemon,brown,2025-02-05 11:23:40+00:00,2025-02-05 11:23:50+00:00,1,35,0
3361,Jerry,blue,2025-02-05 11:20:40+00:00,2025-02-05 11:20:50+00:00,1,75,0
3362,Homer_Simpson,black,2025-02-05 11:12:40+00:00,2025-02-05 11:12:50+00:00,1,80,0
3363,Bugs_Bunny,orange,2025-02-05 11:12:30+00:00,2025-02-05 11:12:40+00:00,1,30,1
3364,Bugs_Bunny,grey,2025-02-05 11:07:30+00:00,2025-02-05 11:07:40+00:00,2,90,2
3365,Tom,orange,2025-02-05 11:03:50+00:00,2025-02-05 11:04:00+00:00,1,30,0
3366,SpongeBob,yellow,2025-02-05 11:03:10+00:00,2025-02-05 11:03:20+00:00,1,50,1
3367,Mickey,black,2025-02-05 11:02:40+00:00,2025-02-05 11:02:50+00:00,1,80,1
3368,Jerry,yellow,2025-02-05 14:33:40+00:00,2025-02-05 14:33:50+00:00,2,100,2
3369,Doraemon,white,2025-02-05 14:32:50+00:00,2025-02-05 14:33:00+00:00,1,70,1
3370,Bugs_Bunny,green,2025-02-05 14:30:20+00:00,2025-02-05 14:30:30+00:00,1,60,0
3371,SpongeBob,blue,2025-02-05 14:30:20+00:00,2025-02-05 14:30:30+00:00,1,75,1
3372,Bugs_Bunny,purple,2025-02-05 14:30:10+00:00,2025-02-05 14:30:20+00:00,1,40,0
3373,Pikachu,yellow,2025-02-05 14:29:30+00:00,2025-02-05 14:29:40+00:00,1,50,1
3374,Homer_Simpson,purple,2025-02-05 14:23:20+00:00,2025-02-05 14:23:30+00:00,1,40,0
3375,SpongeBob,yellow,2025-02-05 14:23:10+00:00,2025-02-05 14:23:20+00:00,1,50,1
3376,Mickey,blue,2025-02-05 14:21:00+00:00,2025-02-05 14:21:10+00:00,1,75,0
3377,Tom,grey,2025-02-05 14:19:30+00:00,2025-02-05 14:19:40+00:00,1,45,1
3378,Tom,blue,2025-02-05 14:04:50+00:00,2025-02-05 14:05:00+00:00,1,75,1
3379,SpongeBob,black,2025-02-05 13:57:30+00:00,2025-02-05 13:57:40+00:00,1,80,0
3380,Bugs_Bunny,grey,2025-02-05 13:54:10+00:00,2025-02-05 13:54:20+00:00,1,45,1
3381,Doraemon,green,2025-02-05 13:53:40+00:00,2025-02-05 13:53:50+00:00,1,60,0
3382,Homer_Simpson,yellow,2025-02-05 13:49:30+00:00,2025-02-05 13:49:40+00:00,1,50,1
3383,SpongeBob,blue,2025-02-05 13:36:50+00:00,2025-02-05 13:37:00+00:00,1,75,1
3384,Pikachu,red,2025-02-05 13:19:50+00:00,2025-02-05 13:20:00+00:00,1,100,1
3385,SpongeBob,blue,2025-02-05 13:16:00+00:00,2025-02-05 13:16:10+00:00,1,75,1
3386,Doraemon,blue,2025-02-05 13:15:10+00:00,2025-02-05 13:15:20+00:00,1,75,1
3387,Homer_Simpson,blue,2025-02-05 13:10:50+00:00,2025-02-05 13:11:00+00:00,1,75,1
3388,Jerry,yellow,2025-02-05 13:09:00+00:00,2025-02-05 13:09:10+00:00,1,50,1
3389,Homer_Simpson,orange,2025-02-05 13:01:20+00:00,2025-02-05 13:01:30+00:00,1,30,0
3390,Homer_Simpson,yellow,2025-02-05 12:56:30+00:00,2025-02-05 12:56:40+00:00,1,50,1
3391,Scooby_Doo,green,2025-02-05 12:52:40+00:00,2025-02-05 12:52:50+00:00,1,60,1
3392,Scooby_Doo,blue,2025-02-05 12:46:40+00:00,2025-02-05 12:46:50+00:00,1,75,0
3393,Pikachu,orange,2025-02-05 12:41:10+00:00,2025-02-05 12:41:20+00:00,1,30,0
3394,Scooby_Doo,green,2025-02-05 12:32:00+00:00,2025-02-05 12:32:10+00:00,1,60,1
3395,Homer_Simpson,black,2025-02-05 12:18:50+00:00,2025-02-05 12:19:00+00:00,1,80,0
3396,Scooby_Doo,green,2025-02-05 12:13:20+00:00,2025-02-05 12:13:30+00:00,1,60,1
3397,Homer_Simpson,blue,2025-02-05 12:11:00+00:00,2025-02-05 12:11:10+00:00,1,75,1
3398,Jerry,yellow,2025-02-05 12:01:20+00:00,2025-02-05 12:01:30+00:00,3,150,3
3399,Pikachu,yellow,2025-02-05 11:53:50+00:00,2025-02-05 11:54:00+00:00,1,50,1
3400,Pikachu,yellow,2025-02-05 11:51:20+00:00,2025-02-05 11:51:30+00:00,2,100,2
3401,Pikachu,red,2025-02-05 11:45:30+00:00,2025-02-05 11:45:40+00:00,1,100,1
3402,Bugs_Bunny,grey,2025-02-05 11:41:10+00:00,2025-02-05 11:41:20+00:00,1,45,1
3403,SpongeBob,blue,2025-02-05 11:38:20+00:00,2025-02-05 11:38:30+00:00,1,75,1
3404,Tom,grey,2025-02-05 11:34:20+00:00,2025-02-05 11:34:30+00:00,1,45,1
3405,Mickey,black,2025-02-05 11:33:20+00:00,2025-02-05 11:33:30+00:00,1,80,1
3406,SpongeBob,green,2025-02-05 11:32:30+00:00,2025-02-05 11:32:40+00:00,1,60,0
3407,Tom,white,2025-02-05 11:30:00+00:00,2025-02-05 11:30:10+00:00,1,70,0
3408,Jerry,yellow,2025-02-05 11:27:20+00:00,2025-02-05 11:27:30+00:00,2,100,2
3409,Jerry,yellow,2025-02-05 11:24:40+00:00,2025-02-05 11:24:50+00:00,1,50,1
3410,Jerry,orange,2025-02-05 11:20:50+00:00,2025-02-05 11:21:00+00:00,1,30,0
3411,Tom,blue,2025-02-05 11:18:50+00:00,2025-02-05 11:19:00+00:00,1,75,1
3412,Bugs_Bunny,grey,2025-02-05 11:15:20+00:00,2025-02-05 11:15:30+00:00,1,45,1
3413,Mickey,red,2025-02-05 11:13:10+00:00,2025-02-05 11:13:20+00:00,1,100,1
3414,Mickey,orange,2025-02-05 11:02:20+00:00,2025-02-05 11:02:30+00:00,1,30,0
3415,Pikachu,green,2025-02-05 14:46:30+00:00,2025-02-05 14:46:40+00:00,1,60,0
3416,Pikachu,red,2025-02-05 14:32:00+00:00,2025-02-05 14:32:10+00:00,1,100,1
3417,Tom,yellow,2025-02-05 14:23:00+00:00,2025-02-05 14:23:10+00:00,1,50,0
3418,Mickey,black,2025-02-05 14:09:30+00:00,2025-02-05 14:09:40+00:00,2,160,2
3419,SpongeBob,brown,2025-02-05 14:05:00+00:00,2025-02-05 14:05:10+00:00,1,35,0
3420,Jerry,brown,2025-02-05 14:03:50+00:00,2025-02-05 14:04:00+00:00,1,35,1
3421,Tom,green,2025-02-05 14:03:40+00:00,2025-02-05 14:03:50+00:00,1,60,0
3422,Pikachu,yellow,2025-02-05 14:00:00+00:00,2025-02-05 14:00:10+00:00,2,100,2
3423,Homer_Simpson,green,2025-02-05 13:53:50+00:00,2025-02-05 13:54:00+00:00,1,60,0
3424,SpongeBob,blue,2025-02-05 13:53:30+00:00,2025-02-05 13:53:40+00:00,1,75,1
3425,Tom,blue,2025-02-05 13:50:10+00:00,2025-02-05 13:50:20+00:00,1,75,1
3426,Pikachu,purple,2025-02-05 13:46:40+00:00,2025-02-05 13:46:50+00:00,1,40,0
3427,Bugs_Bunny,grey,2025-02-05 13:45:00+00:00,2025-02-05 13:45:10+00:00,1,45,1
3428,Homer_Simpson,blue,2025-02-05 13:29:00+00:00,2025-02-05 13:29:10+00:00,1,75,1
3429,Homer_Simpson,purple,2025-02-05 13:22:50+00:00,2025-02-05 13:23:00+00:00,1,40,0
3430,Scooby_Doo,brown,2025-02-05 13:14:10+00:00,2025-02-05 13:14:20+00:00,1,35,1
3431,Pikachu,yellow,2025-02-05 13:12:40+00:00,2025-02-05 13:12:50+00:00,1,50,1
3432,Homer_Simpson,blue,2025-02-05 13:08:10+00:00,2025-02-05 13:08:20+00:00,1,75,1
3433,Homer_Simpson,blue,2025-02-05 13:00:40+00:00,2025-02-05 13:00:50+00:00,1,75,1
3434,SpongeBob,blue,2025-02-05 12:57:00+00:00,2025-02-05 12:57:10+00:00,1,75,1
3435,Jerry,brown,2025-02-05 12:47:10+00:00,2025-02-05 12:47:20+00:00,1,35,1
3436,Doraemon,yellow,2025-02-05 12:41:50+00:00,2025-02-05 12:42:00+00:00,1,50,0
3437,SpongeBob,blue,2025-02-05 12:39:50+00:00,2025-02-05 12:40:00+00:00,2,150,2
3438,Homer_Simpson,yellow,2025-02-05 12:38:10+00:00,2025-02-05 12:38:20+00:00,1,50,1
3439,Doraemon,blue,2025-02-05 12:37:50+00:00,2025-02-05 12:38:00+00:00,2,150,2
3440,Scooby_Doo,brown,2025-02-05 12:32:40+00:00,2025-02-05 12:32:50+00:00,1,35,1
3441,Scooby_Doo,purple,2025-02-05 12:31:50+00:00,2025-02-05 12:32:00+00:00,1,40,0
3442,Doraemon,blue,2025-02-05 12:28:30+00:00,2025-02-05 12:28:40+00:00,2,150,2
3443,Scooby_Doo,green,2025-02-05 12:16:50+00:00,2025-02-05 12:17:00+00:00,1,60,1
3444,Jerry,yellow,2025-02-05 12:16:10+00:00,2025-02-05 12:16:20+00:00,2,100,2
3445,Pikachu,yellow,2025-02-05 12:15:30+00:00,2025-02-05 12:15:40+00:00,1,50,1
3446,Tom,blue,2025-02-05 11:53:10+00:00,2025-02-05 11:53:20+00:00,2,150,2
3447,Homer_Simpson,yellow,2025-02-05 11:52:10+00:00,2025-02-05 11:52:20+00:00,2,100,2
3448,Scooby_Doo,brown,2025-02-05 11:38:10+00:00,2025-02-05 11:38:20+00:00,1,35,1
3449,Homer_Simpson,blue,2025-02-05 11:26:50+00:00,2025-02-05 11:27:00+00:00,2,150,2
3450,Tom,blue,2025-02-05 11:22:40+00:00,2025-02-05 11:22:50+00:00,2,150,2
3451,Doraemon,green,2025-02-05 11:16:30+00:00,2025-02-05 11:16:40+00:00,1,60,0
3452,Doraemon,white,2025-02-05 11:15:30+00:00,2025-02-05 11:15:40+00:00,1,70,1
3453,Jerry,green,2025-02-05 11:11:40+00:00,2025-02-05 11:11:50+00:00,1,60,0
3454,Pikachu,red,2025-02-05 11:11:10+00:00,2025-02-05 11:11:20+00:00,1,100,1
3455,Jerry,blue,2025-02-05 11:09:10+00:00,2025-02-05 11:09:20+00:00,1,75,0
3456,Bugs_Bunny,orange,2025-02-05 11:03:00+00:00,2025-02-05 11:03:10+00:00,2,60,2
3457,SpongeBob,yellow,2025-02-05 11:02:10+00:00,2025-02-05 11:02:20+00:00,1,50,1
3458,Jerry,black,2025-02-05 14:37:10+00:00,2025-02-05 14:37:20+00:00,1,80,0
3459,Mickey,red,2025-02-05 14:20:10+00:00,2025-02-05 14:20:20+00:00,1,100,1
3460,Doraemon,white,2025-02-05 14:16:10+00:00,2025-02-05 14:16:20+00:00,1,70,1
3461,SpongeBob,blue,2025-02-05 14:05:50+00:00,2025-02-05 14:06:00+00:00,2,150,2
3462,Pikachu,purple,2025-02-05 13:58:40+00:00,2025-02-05 13:58:50+00:00,1,40,0
3463,Jerry,brown,2025-02-05 13:58:10+00:00,2025-02-05 13:58:20+00:00,2,70,2
3464,SpongeBob,yellow,2025-02-05 13:45:50+00:00,2025-02-05 13:46:00+00:00,2,100,2
3465,Pikachu,purple,2025-02-05 13:44:30+00:00,2025-02-05 13:44:40+00:00,1,40,0
3466,Pikachu,yellow,2025-02-05 13:34:30+00:00,2025-02-05 13:34:40+00:00,1,50,1
3467,Bugs_Bunny,orange,2025-02-05 13:33:10+00:00,2025-02-05 13:33:20+00:00,1,30,1
3468,Tom,yellow,2025-02-05 13:11:40+00:00,2025-02-05 13:11:50+00:00,1,50,0
3469,Bugs_Bunny,grey,2025-02-05 13:10:30+00:00,2025-02-05 13:10:40+00:00,1,45,1
3470,Homer_Simpson,blue,2025-02-05 13:03:10+00:00,2025-02-05 13:03:20+00:00,1,75,1
3471,Bugs_Bunny,orange,2025-02-05 13:00:30+00:00,2025-02-05 13:00:40+00:00,1,30,1
3472,Pikachu,grey,2025-02-05 12:59:50+00:00,2025-02-05 13:00:00+00:00,1,45,0
3473,Mickey,black,2025-02-05 12:58:10+00:00,2025-02-05 12:58:20+00:00,1,80,1
3474,Pikachu,brown,2025-02-05 12:53:30+00:00,2025-02-05 12:53:40+00:00,1,35,0
3475,Homer_Simpson,yellow,2025-02-05 12:35:00+00:00,2025-02-05 12:35:10+00:00,1,50,1
3476,Homer_Simpson,yellow,2025-02-05 12:34:20+00:00,2025-02-05 12:34:30+00:00,1,50,1
3477,Pikachu,yellow,2025-02-05 12:27:20+00:00,2025-02-05 12:27:30+00:00,1,50,1
3478,Scooby_Doo,brown,2025-02-05 12:01:00+00:00,2025-02-05 12:01:10+00:00,1,35,1
3479,Homer_Simpson,blue,2025-02-05 12:00:50+00:00,2025-02-05 12:01:00+00:00,1,75,1
3480,Homer_Simpson,yellow,2025-02-05 11:54:10+00:00,2025-02-05 11:54:20+00:00,1,50,1
3481,Tom,blue,2025-02-05 11:52:40+00:00,2025-02-05 11:52:50+00:00,1,75,1
3482,Tom,red,2025-02-05 11:51:00+00:00,2025-02-05 11:51:10+00:00,1,100,0
3483,Jerry,grey,2025-02-05 11:48:20+00:00,2025-02-05 11:48:30+00:00,1,45,0
3484,Jerry,yellow,2025-02-05 11:43:30+00:00,2025-02-05 11:43:40+00:00,1,50,1
3485,Mickey,black,2025-02-05 11:34:50+00:00,2025-02-05 11:35:00+00:00,1,80,1
3486,Mickey,red,2025-02-05 11:31:10+00:00,2025-02-05 11:31:20+00:00,1,100,1
3487,Tom,green,2025-02-05 11:27:10+00:00,2025-02-05 11:27:20+00:00,1,60,0
3488,SpongeBob,blue,2025-02-05 11:22:20+00:00,2025-02-05 11:22:30+00:00,2,150,2
3489,Jerry,brown,2025-02-05 11:12:30+00:00,2025-02-05 11:12:40+00:00,1,35,1
3490,Homer_Simpson,blue,2025-02-05 11:08:30+00:00,2025-02-05 11:08:40+00:00,2,150,2
3491,Pikachu,red,2025-02-05 11:08:00+00:00,2025-02-05 11:08:10+00:00,1,100,1
3492,Scooby_Doo,green,2025-02-05 14:57:10+00:00,2025-02-05 14:57:20+00:00,1,60,1
3493,SpongeBob,orange,2025-02-05 14:47:00+00:00,2025-02-05 14:47:10+00:00,1,30,0
3494,Jerry,blue,2025-02-05 14:43:10+00:00,2025-02-05 14:43:20+00:00,1,75,0
