,player,window_start,window_end,pop_count,score_in_window
1310,Homer_Simpson,2025-02-05 14:33:40+00:00,2025-02-05 14:33:50+00:00,1,50
1311,Homer_Simpson,2025-02-05 14:20:20+00:00,2025-02-05 14:20:30+00:00,2,100
1312,SpongeBob,2025-02-05 14:15:40+00:00,2025-02-05 14:15:50+00:00,1,75
1313,Jerry,2025-02-05 14:13:30+00:00,2025-02-05 14:13:40+00:00,1,35
1314,SpongeBob,2025-02-05 14:08:50+00:00,2025-02-05 14:09:00+00:00,2,150
1315,Doraemon,2025-02-05 14:00:30+00:00,2025-02-05 14:00:40+00:00,1,75
1316,SpongeBob,2025-02-05 13:59:10+00:00,2025-02-05 13:59:20+00:00,1,75
1317,Scooby_Doo,2025-02-05 13:58:10+00:00,2025-02-05 13:58:20+00:00,2,120
1318,Doraemon,2025-02-05 13:57:40+00:00,2025-02-05 13:57:50+00:00,1,70
1319,SpongeBob,2025-02-05 13:51:50+00:00,2025-02-05 13:52:00+00:00,1,75
1320,Tom,2025-02-05 13:37:10+00:00,2025-02-05 13:37:20+00:00,1,100
1321,Tom,2025-02-05 13:34:30+00:00,2025-02-05 13:34:40+00:00,1,40
1322,Pikachu,2025-02-05 13:29:30+00:00,2025-02-05 13:29:40+00:00,2,90
1323,Doraemon,2025-02-05 13:09:30+00:00,2025-02-05 13:09:40+00:00,2,180
1324,Homer_Simpson,2025-02-05 13:09:00+00:00,2025-02-05 13:09:10+00:00,1,75
1325,Tom,2025-02-05 13:04:30+00:00,2025-02-05 13:04:40+00:00,1,45
1326,Mickey,2025-02-05 12:51:00+00:00,2025-02-05 12:51:10+00:00,1,100
1327,Tom,2025-02-05 12:27:20+00:00,2025-02-05 12:27:30+00:00,1,75
1328,Bugs_Bunny,2025-02-05 12:14:50+00:00,2025-02-05 12:15:00+00:00,1,30
1329,Tom,2025-02-05 12:01:40+00:00,2025-02-05 12:01:50+00:00,2,145
1330,Jerry,2025-02-05 11:58:30+00:00,2025-02-05 11:58:40+00:00,4,215
1331,SpongeBob,2025-02-05 11:52:00+00:00,2025-02-05 11:52:10+00:00,1,75
1332,Doraemon,2025-02-05 11:28:40+00:00,2025-02-05 11:28:50+00:00,1,75
1333,Homer_Simpson,2025-02-05 11:27:20+00:00,2025-02-05 11:27:30+00:00,3,160
1334,Homer_Simpson,2025-02-05 11:24:40+00:00,2025-02-05 11:24:50+00:00,3,135
1335,Tom,2025-02-05 11:24:00+00:00,2025-02-05 11:24:10+00:00,5,340
1336,Jerry,2025-02-05 11:20:50+00:00,2025-02-05 11:21:00+00:00,2,65
1337,Jerry,2025-02-05 11:20:10+00:00,2025-02-05 11:20:20+00:00,2,125
1338,Bugs_Bunny,2025-02-05 11:17:00+00:00,2025-02-05 11:17:10+00:00,2,70
1339,Scooby_Doo,2025-02-05 11:12:30+00:00,2025-02-05 11:12:40+00:00,1,35
1340,Doraemon,2025-02-05 11:06:40+00:00,2025-02-05 11:06:50+00:00,1,70
1341,Bugs_Bunny,2025-02-05 11:04:10+00:00,2025-02-05 11:04:20+00:00,1,30
1342,Mickey,2025-02-05 14:43:30+00:00,2025-02-05 14:43:40+00:00,2,160
1343,Jerry,2025-02-05 14:43:10+00:00,2025-02-05 14:43:20+00:00,3,145
1344,Homer_Simpson,2025-02-05 14:37:00+00:00,2025-02-05 14:37:10+00:00,1,75
1345,Tom,2025-02-05 14:32:10+00:00,2025-02-05 14:32:20+00:00,1,75
1346,Pikachu,2025-02-05 14:18:50+00:00,2025-02-05 14:19:00+00:00,1,50
1347,Mickey,2025-02-05 14:07:40+00:00,2025-02-05 14:07:50+00:00,2,115
1348,Homer_Simpson,2025-02-05 13:59:30+00:00,2025-02-05 13:59:40+00:00,1,30
1349,Mickey,2025-02-05 13:58:00+00:00,2025-02-05 13:58:10+00:00,2,160
1350,Scooby_Doo,2025-02-05 13:54:20+00:00,2025-02-05 13:54:30+00:00,1,60
1351,Jerry,2025-02-05 13:53:00+00:00,2025-02-05 13:53:10+00:00,1,35
1352,Tom,2025-02-05 13:49:20+00:00,2025-02-05 13:49:30+00:00,1,100
1353,Jerry,2025-02-05 13:48:10+00:00,2025-02-05 13:48:20+00:00,1,35
1354,Scooby_Doo,2025-02-05 13:43:50+00:00,2025-02-05 13:44:00+00:00,1,35
1355,Mickey,2025-02-05 13:43:10+00:00,2025-02-05 13:43:20+00:00,2,140
1356,SpongeBob,2025-02-05 13:41:20+00:00,2025-02-05 13:41:30+00:00,3,160
1357,Bugs_Bunny,2025-02-05 13:39:30+00:00,2025-02-05 13:39:40+00:00,1,45
1358,Tom,2025-02-05 13:38:50+00:00,2025-02-05 13:39:00+00:00,2,175
1359,Homer_Simpson,2025-02-05 13:34:10+00:00,2025-02-05 13:34:20+00:00,2,105
1360,Jerry,2025-02-05 13:29:40+00:00,2025-02-05 13:29:50+00:00,1,50
1361,Homer_Simpson,2025-02-05 13:27:40+00:00,2025-02-05 13:27:50+00:00,1,75
1362,Scooby_Doo,2025-02-05 13:22:10+00:00,2025-02-05 13:22:20+00:00,1,60
1363,Homer_Simpson,2025-02-05 13:19:40+00:00,2025-02-05 13:19:50+00:00,1,60
1364,Tom,2025-02-05 13:17:10+00:00,2025-02-05 13:17:20+00:00,2,125
1365,Pikachu,2025-02-05 13:15:10+00:00,2025-02-05 13:15:20+00:00,1,70
1366,Jerry,2025-02-05 13:14:30+00:00,2025-02-05 13:14:40+00:00,2,85
1367,Bugs_Bunny,2025-02-05 13:13:30+00:00,2025-02-05 13:13:40+00:00,1,45
1368,Scooby_Doo,2025-02-05 13:04:20+00:00,2025-02-05 13:04:30+00:00,1,35
1369,Bugs_Bunny,2025-02-05 12:56:00+00:00,2025-02-05 12:56:10+00:00,1,45
1370,Doraemon,2025-02-05 12:52:20+00:00,2025-02-05 12:52:30+00:00,1,75
1371,Tom,2025-02-05 12:38:40+00:00,2025-02-05 12:38:50+00:00,1,75
1372,Homer_Simpson,2025-02-05 12:30:10+00:00,2025-02-05 12:30:20+00:00,2,150
1373,SpongeBob,2025-02-05 12:26:50+00:00,2025-02-05 12:27:00+00:00,1,75
1374,Scooby_Doo,2025-02-05 12:16:00+00:00,2025-02-05 12:16:10+00:00,1,35
1375,Jerry,2025-02-05 12:09:40+00:00,2025-02-05 12:09:50+00:00,1,70
1376,Bugs_Bunny,2025-02-05 11:57:30+00:00,2025-02-05 11:57:40+00:00,1,45
1377,Tom,2025-02-05 11:56:00+00:00,2025-02-05 11:56:10+00:00,1,50
1378,Homer_Simpson,2025-02-05 11:54:00+00:00,2025-02-05 11:54:10+00:00,4,275
1379,Jerry,2025-02-05 11:50:10+00:00,2025-02-05 11:50:20+00:00,1,100
1380,Homer_Simpson,2025-02-05 11:43:10+00:00,2025-02-05 11:43:20+00:00,3,170
1381,Scooby_Doo,2025-02-05 11:25:10+00:00,2025-02-05 11:25:20+00:00,2,95
1382,Jerry,2025-02-05 11:16:30+00:00,2025-02-05 11:16:40+00:00,1,35
1383,Mickey,2025-02-05 14:44:00+00:00,2025-02-05 14:44:10+00:00,1,80
1384,Doraemon,2025-02-05 14:20:50+00:00,2025-02-05 14:21:00+00:00,1,40
1385,Jerry,2025-02-05 14:19:10+00:00,2025-02-05 14:19:20+00:00,2,125
1386,Jerry,2025-02-05 14:12:20+00:00,2025-02-05 14:12:30+00:00,1,50
1387,Tom,2025-02-05 14:09:00+00:00,2025-02-05 14:09:10+00:00,1,70
1388,Jerry,2025-02-05 14:02:30+00:00,2025-02-05 14:02:40+00:00,3,120
1389,Homer_Simpson,2025-02-05 13:57:00+00:00,2025-02-05 13:57:10+00:00,1,70
1390,Bugs_Bunny,2025-02-05 13:55:30+00:00,2025-02-05 13:55:40+00:00,1,30
1391,Homer_Simpson,2025-02-05 13:47:40+00:00,2025-02-05 13:47:50+00:00,1,75
1392,Mickey,2025-02-05 13:44:10+00:00,2025-02-05 13:44:20+00:00,2,160
1393,Scooby_Doo,2025-02-05 13:28:00+00:00,2025-02-05 13:28:10+00:00,1,35
1394,Jerry,2025-02-05 13:23:00+00:00,2025-02-05 13:23:10+00:00,2,130
1395,Mickey,2025-02-05 13:18:50+00:00,2025-02-05 13:19:00+00:00,1,80
1396,SpongeBob,2025-02-05 12:59:30+00:00,2025-02-05 12:59:40+00:00,1,30
1397,Doraemon,2025-02-05 12:53:50+00:00,2025-02-05 12:54:00+00:00,1,45
1398,Jerry,2025-02-05 12:50:50+00:00,2025-02-05 12:51:00+00:00,1,35
1399,Bugs_Bunny,2025-02-05 12:48:40+00:00,2025-02-05 12:48:50+00:00,1,45
1400,Tom,2025-02-05 12:44:40+00:00,2025-02-05 12:44:50+00:00,1,75
1401,Mickey,2025-02-05 12:25:40+00:00,2025-02-05 12:25:50+00:00,1,80
1402,Doraemon,2025-02-05 12:24:30+00:00,2025-02-05 12:24:40+00:00,3,210
1403,Jerry,2025-02-05 12:18:40+00:00,2025-02-05 12:18:50+00:00,3,100
1404,Pikachu,2025-02-05 12:18:10+00:00,2025-02-05 12:18:20+00:00,1,50
1405,Pikachu,2025-02-05 12:17:00+00:00,2025-02-05 12:17:10+00:00,1,50
1406,Pikachu,2025-02-05 12:11:30+00:00,2025-02-05 12:11:40+00:00,2,150
1407,SpongeBob,2025-02-05 12:09:50+00:00,2025-02-05 12:10:00+00:00,3,200
1408,Mickey,2025-02-05 12:07:10+00:00,2025-02-05 12:07:20+00:00,1,100
1409,Mickey,2025-02-05 12:01:10+00:00,2025-02-05 12:01:20+00:00,2,200
1410,Doraemon,2025-02-05 11:37:30+00:00,2025-02-05 11:37:40+00:00,3,170
1411,Pikachu,2025-02-05 11:36:10+00:00,2025-02-05 11:36:20+00:00,1,50
1412,Jerry,2025-02-05 11:28:10+00:00,2025-02-05 11:28:20+00:00,1,50
1413,Bugs_Bunny,2025-02-05 11:12:10+00:00,2025-02-05 11:12:20+00:00,1,80
1414,Scooby_Doo,2025-02-05 15:01:10+00:00,2025-02-05 15:01:20+00:00,2,95
1415,Doraemon,2025-02-05 14:57:20+00:00,2025-02-05 14:57:30+00:00,1,70
1416,Doraemon,2025-02-05 14:35:50+00:00,2025-02-05 14:36:00+00:00,1,75
1417,Bugs_Bunny,2025-02-05 14:26:40+00:00,2025-02-05 14:26:50+00:00,1,45
1418,Mickey,2025-02-05 14:11:50+00:00,2025-02-05 14:12:00+00:00,2,175
1419,Tom,2025-02-05 14:11:40+00:00,2025-02-05 14:11:50+00:00,1,75
1420,SpongeBob,2025-02-05 14:06:00+00:00,2025-02-05 14:06:10+00:00,1,75
1421,SpongeBob,2025-02-05 14:00:30+00:00,2025-02-05 14:00:40+00:00,2,90
1422,SpongeBob,2025-02-05 13:57:40+00:00,2025-02-05 13:57:50+00:00,1,100
1423,Jerry,2025-02-05 13:57:20+00:00,2025-02-05 13:57:30+00:00,1,50
1424,Doraemon,2025-02-05 13:51:50+00:00,2025-02-05 13:52:00+00:00,4,260
1425,Jerry,2025-02-05 13:38:20+00:00,2025-02-05 13:38:30+00:00,2,65
1426,Scooby_Doo,2025-02-05 13:32:50+00:00,2025-02-05 13:33:00+00:00,2,95
1427,Pikachu,2025-02-05 13:28:20+00:00,2025-02-05 13:28:30+00:00,1,50
1428,Tom,2025-02-05 13:24:20+00:00,2025-02-05 13:24:30+00:00,2,110
1429,Bugs_Bunny,2025-02-05 13:07:40+00:00,2025-02-05 13:07:50+00:00,1,45
1430,Pikachu,2025-02-05 12:58:20+00:00,2025-02-05 12:58:30+00:00,3,220
1431,Homer_Simpson,2025-02-05 12:58:00+00:00,2025-02-05 12:58:10+00:00,1,100
1432,Jerry,2025-02-05 12:56:20+00:00,2025-02-05 12:56:30+00:00,2,110
1433,Pikachu,2025-02-05 12:29:30+00:00,2025-02-05 12:29:40+00:00,1,60
1434,Scooby_Doo,2025-02-05 12:23:00+00:00,2025-02-05 12:23:10+00:00,1,80
1435,Pikachu,2025-02-05 12:20:20+00:00,2025-02-05 12:20:30+00:00,1,100
1436,Bugs_Bunny,2025-02-05 12:17:10+00:00,2025-02-05 12:17:20+00:00,1,30
1437,Pikachu,2025-02-05 12:14:10+00:00,2025-02-05 12:14:20+00:00,1,40
1438,Tom,2025-02-05 12:12:40+00:00,2025-02-05 12:12:50+00:00,1,75
1439,Homer_Simpson,2025-02-05 12:08:40+00:00,2025-02-05 12:08:50+00:00,1,50
1440,Homer_Simpson,2025-02-05 11:56:40+00:00,2025-02-05 11:56:50+00:00,1,35
1441,Doraemon,2025-02-05 11:52:00+00:00,2025-02-05 11:52:10+00:00,1,70
1442,Jerry,2025-02-05 11:51:50+00:00,2025-02-05 11:52:00+00:00,1,50
1443,Scooby_Doo,2025-02-05 11:49:10+00:00,2025-02-05 11:49:20+00:00,2,200
1444,Jerry,2025-02-05 11:32:00+00:00,2025-02-05 11:32:10+00:00,3,105
1445,SpongeBob,2025-02-05 11:28:40+00:00,2025-02-05 11:28:50+00:00,2,130
1446,Pikachu,2025-02-05 11:10:10+00:00,2025-02-05 11:10:20+00:00,1,35
1447,SpongeBob,2025-02-05 11:06:40+00:00,2025-02-05 11:06:50+00:00,1,50
1448,SpongeBob,2025-02-05 14:45:10+00:00,2025-02-05 14:45:20+00:00,1,75
1449,Pikachu,2025-02-05 14:27:20+00:00,2025-02-05 14:27:30+00:00,3,200
1450,SpongeBob,2025-02-05 14:15:00+00:00,2025-02-05 14:15:10+00:00,2,125
1451,Scooby_Doo,2025-02-05 14:06:30+00:00,2025-02-05 14:06:40+00:00,1,35
1452,Jerry,2025-02-05 13:47:20+00:00,2025-02-05 13:47:30+00:00,2,70
1453,Tom,2025-02-05 13:45:20+00:00,2025-02-05 13:45:30+00:00,2,120
1454,Scooby_Doo,2025-02-05 13:41:00+00:00,2025-02-05 13:41:10+00:00,4,210
1455,Tom,2025-02-05 13:37:00+00:00,2025-02-05 13:37:10+00:00,3,185
1456,Jerry,2025-02-05 13:16:40+00:00,2025-02-05 13:16:50+00:00,3,170
1457,Doraemon,2025-02-05 13:11:30+00:00,2025-02-05 13:11:40+00:00,1,30
1458,Doraemon,2025-02-05 12:58:50+00:00,2025-02-05 12:59:00+00:00,1,50
1459,Bugs_Bunny,2025-02-05 12:56:10+00:00,2025-02-05 12:56:20+00:00,1,50
1460,Jerry,2025-02-05 12:50:30+00:00,2025-02-05 12:50:40+00:00,3,135
1461,Mickey,2025-02-05 12:48:00+00:00,2025-02-05 12:48:10+00:00,1,80
1462,Doraemon,2025-02-05 12:38:20+00:00,2025-02-05 12:38:30+00:00,1,75
1463,Mickey,2025-02-05 12:29:40+00:00,2025-02-05 12:29:50+00:00,2,200
1464,SpongeBob,2025-02-05 12:03:30+00:00,2025-02-05 12:03:40+00:00,1,75
1465,SpongeBob,2025-02-05 11:59:00+00:00,2025-02-05 11:59:10+00:00,3,175
1466,Doraemon,2025-02-05 11:50:50+00:00,2025-02-05 11:51:00+00:00,2,140
1467,SpongeBob,2025-02-05 11:49:30+00:00,2025-02-05 11:49:40+00:00,1,75
1468,Tom,2025-02-05 11:44:30+00:00,2025-02-05 11:44:40+00:00,1,75
1469,Jerry,2025-02-05 11:34:10+00:00,2025-02-05 11:34:20+00:00,3,140
1470,Homer_Simpson,2025-02-05 11:27:10+00:00,2025-02-05 11:27:20+00:00,3,135
1471,Jerry,2025-02-05 11:17:30+00:00,2025-02-05 11:17:40+00:00,1,50
1472,SpongeBob,2025-02-05 11:05:20+00:00,2025-02-05 11:05:30+00:00,3,200
1473,Jerry,2025-02-05 11:04:40+00:00,2025-02-05 11:04:50+00:00,2,100
1474,Doraemon,2025-02-05 14:27:10+00:00,2025-02-05 14:27:20+00:00,3,230
1475,Homer_Simpson,2025-02-05 14:19:20+00:00,2025-02-05 14:19:30+00:00,1,50
1476,Doraemon,2025-02-05 14:17:40+00:00,2025-02-05 14:17:50+00:00,2,115
1477,Jerry,2025-02-05 13:52:20+00:00,2025-02-05 13:52:30+00:00,1,35
1478,Tom,2025-02-05 13:48:00+00:00,2025-02-05 13:48:10+00:00,1,30
1479,Pikachu,2025-02-05 13:44:50+00:00,2025-02-05 13:45:00+00:00,4,350
1480,Homer_Simpson,2025-02-05 13:44:30+00:00,2025-02-05 13:44:40+00:00,1,30
1481,Bugs_Bunny,2025-02-05 13:29:30+00:00,2025-02-05 13:29:40+00:00,1,70
1482,Doraemon,2025-02-05 13:13:40+00:00,2025-02-05 13:13:50+00:00,3,170
1483,Mickey,2025-02-05 13:01:30+00:00,2025-02-05 13:01:40+00:00,3,180
1484,Jerry,2025-02-05 12:55:00+00:00,2025-02-05 12:55:10+00:00,1,50
1485,Mickey,2025-02-05 12:53:30+00:00,2025-02-05 12:53:40+00:00,1,100
1486,Pikachu,2025-02-05 12:46:30+00:00,2025-02-05 12:46:40+00:00,3,200
1487,Homer_Simpson,2025-02-05 12:46:00+00:00,2025-02-05 12:46:10+00:00,2,150
1488,Homer_Simpson,2025-02-05 12:43:20+00:00,2025-02-05 12:43:30+00:00,1,75
1489,Homer_Simpson,2025-02-05 12:37:30+00:00,2025-02-05 12:37:40+00:00,1,75
1490,Doraemon,2025-02-05 12:36:20+00:00,2025-02-05 12:36:30+00:00,4,290
1491,SpongeBob,2025-02-05 12:22:00+00:00,2025-02-05 12:22:10+00:00,2,125
1492,Mickey,2025-02-05 12:17:50+00:00,2025-02-05 12:18:00+00:00,1,80
1493,Jerry,2025-02-05 12:15:00+00:00,2025-02-05 12:15:10+00:00,2,100
1494,Pikachu,2025-02-05 12:14:50+00:00,2025-02-05 12:15:00+00:00,1,100
1495,SpongeBob,2025-02-05 11:39:50+00:00,2025-02-05 11:40:00+00:00,1,50
1496,Jerry,2025-02-05 11:33:30+00:00,2025-02-05 11:33:40+00:00,2,110
1497,Doraemon,2025-02-05 11:32:20+00:00,2025-02-05 11:32:30+00:00,3,220
1498,SpongeBob,2025-02-05 11:24:50+00:00,2025-02-05 11:25:00+00:00,2,100
1499,Tom,2025-02-05 11:24:10+00:00,2025-02-05 11:24:20+00:00,1,45
1500,Tom,2025-02-05 11:20:00+00:00,2025-02-05 11:20:10+00:00,2,90
1501,Pikachu,2025-02-05 11:17:00+00:00,2025-02-05 11:17:10+00:00,2,150
1502,Tom,2025-02-05 11:16:50+00:00,2025-02-05 11:17:00+00:00,2,120
1503,Bugs_Bunny,2025-02-05 11:13:30+00:00,2025-02-05 11:13:40+00:00,2,75
1504,Bugs_Bunny,2025-02-05 11:05:00+00:00,2025-02-05 11:05:10+00:00,1,30
1505,Tom,2025-02-05 11:04:30+00:00,2025-02-05 11:04:40+00:00,4,180
1506,Pikachu,2025-02-05 11:04:10+00:00,2025-02-05 11:04:20+00:00,1,50
1507,Homer_Simpson,2025-02-05 15:00:30+00:00,2025-02-05 15:00:40+00:00,2,150
1508,Bugs_Bunny,2025-02-05 14:39:50+00:00,2025-02-05 14:40:00+00:00,1,45
1509,Bugs_Bunny,2025-02-05 14:38:20+00:00,2025-02-05 14:38:30+00:00,2,120
1510,Mickey,2025-02-05 14:26:00+00:00,2025-02-05 14:26:10+00:00,1,80
1511,SpongeBob,2025-02-05 14:21:30+00:00,2025-02-05 14:21:40+00:00,1,75
1512,Bugs_Bunny,2025-02-05 14:15:30+00:00,2025-02-05 14:15:40+00:00,3,135
1513,Scooby_Doo,2025-02-05 14:12:30+00:00,2025-02-05 14:12:40+00:00,1,35
1514,Bugs_Bunny,2025-02-05 14:08:10+00:00,2025-02-05 14:08:20+00:00,1,30
1515,Tom,2025-02-05 14:06:10+00:00,2025-02-05 14:06:20+00:00,2,150
1516,SpongeBob,2025-02-05 14:03:30+00:00,2025-02-05 14:03:40+00:00,1,70
1517,Scooby_Doo,2025-02-05 14:03:00+00:00,2025-02-05 14:03:10+00:00,1,80
1518,Jerry,2025-02-05 14:01:20+00:00,2025-02-05 14:01:30+00:00,1,35
1519,Scooby_Doo,2025-02-05 13:58:20+00:00,2025-02-05 13:58:30+00:00,2,70
1520,Tom,2025-02-05 13:51:10+00:00,2025-02-05 13:51:20+00:00,1,30
1521,Scooby_Doo,2025-02-05 13:39:20+00:00,2025-02-05 13:39:30+00:00,2,95
1522,Scooby_Doo,2025-02-05 13:32:10+00:00,2025-02-05 13:32:20+00:00,1,45
1523,SpongeBob,2025-02-05 13:29:50+00:00,2025-02-05 13:30:00+00:00,2,95
1524,Jerry,2025-02-05 13:22:40+00:00,2025-02-05 13:22:50+00:00,1,35
1525,Bugs_Bunny,2025-02-05 13:22:30+00:00,2025-02-05 13:22:40+00:00,1,80
1526,Mickey,2025-02-05 13:20:10+00:00,2025-02-05 13:20:20+00:00,1,80
1527,Jerry,2025-02-05 13:15:00+00:00,2025-02-05 13:15:10+00:00,2,135
1528,Tom,2025-02-05 13:14:10+00:00,2025-02-05 13:14:20+00:00,3,195
1529,Scooby_Doo,2025-02-05 13:07:10+00:00,2025-02-05 13:07:20+00:00,2,70
1530,Pikachu,2025-02-05 12:54:30+00:00,2025-02-05 12:54:40+00:00,1,80
1531,SpongeBob,2025-02-05 12:44:30+00:00,2025-02-05 12:44:40+00:00,1,75
1532,Mickey,2025-02-05 12:41:30+00:00,2025-02-05 12:41:40+00:00,5,405
1533,SpongeBob,2025-02-05 12:29:00+00:00,2025-02-05 12:29:10+00:00,1,75
1534,Bugs_Bunny,2025-02-05 12:22:20+00:00,2025-02-05 12:22:30+00:00,1,30
1535,Scooby_Doo,2025-02-05 12:15:20+00:00,2025-02-05 12:15:30+00:00,1,75
1536,Mickey,2025-02-05 12:10:20+00:00,2025-02-05 12:10:30+00:00,3,190
1537,SpongeBob,2025-02-05 11:49:50+00:00,2025-02-05 11:50:00+00:00,4,245
1538,Bugs_Bunny,2025-02-05 11:48:40+00:00,2025-02-05 11:48:50+00:00,3,105
1539,Doraemon,2025-02-05 11:42:20+00:00,2025-02-05 11:42:30+00:00,1,60
1540,SpongeBob,2025-02-05 11:39:00+00:00,2025-02-05 11:39:10+00:00,4,240
1541,Bugs_Bunny,2025-02-05 11:24:30+00:00,2025-02-05 11:24:40+00:00,2,90
1542,Mickey,2025-02-05 11:24:20+00:00,2025-02-05 11:24:30+00:00,1,80
1543,Homer_Simpson,2025-02-05 11:14:00+00:00,2025-02-05 11:14:10+00:00,5,310
1544,Scooby_Doo,2025-02-05 11:06:30+00:00,2025-02-05 11:06:40+00:00,1,35
1545,Scooby_Doo,2025-02-05 11:05:40+00:00,2025-02-05 11:05:50+00:00,1,75
1546,Tom,2025-02-05 11:02:40+00:00,2025-02-05 11:02:50+00:00,2,85
1547,Tom,2025-02-05 15:00:30+00:00,2025-02-05 15:00:40+00:00,2,120
1548,Scooby_Doo,2025-02-05 14:30:30+00:00,2025-02-05 14:30:40+00:00,1,60
1549,Pikachu,2025-02-05 14:26:40+00:00,2025-02-05 14:26:50+00:00,1,100
1550,Doraemon,2025-02-05 14:25:20+00:00,2025-02-05 14:25:30+00:00,1,75
1551,Homer_Simpson,2025-02-05 14:06:40+00:00,2025-02-05 14:06:50+00:00,3,145
1552,Homer_Simpson,2025-02-05 13:51:10+00:00,2025-02-05 13:51:20+00:00,1,50
1553,Scooby_Doo,2025-02-05 13:49:50+00:00,2025-02-05 13:50:00+00:00,1,35
1554,Homer_Simpson,2025-02-05 13:40:20+00:00,2025-02-05 13:40:30+00:00,2,150
1555,Jerry,2025-02-05 13:39:10+00:00,2025-02-05 13:39:20+00:00,4,150
1556,Bugs_Bunny,2025-02-05 13:28:20+00:00,2025-02-05 13:28:30+00:00,1,45
1557,SpongeBob,2025-02-05 13:26:20+00:00,2025-02-05 13:26:30+00:00,4,200
1558,Mickey,2025-02-05 13:23:40+00:00,2025-02-05 13:23:50+00:00,1,80
1559,Homer_Simpson,2025-02-05 13:22:00+00:00,2025-02-05 13:22:10+00:00,1,35
1560,Homer_Simpson,2025-02-05 13:14:10+00:00,2025-02-05 13:14:20+00:00,1,50
1561,SpongeBob,2025-02-05 13:13:40+00:00,2025-02-05 13:13:50+00:00,1,50
1562,Pikachu,2025-02-05 13:07:40+00:00,2025-02-05 13:07:50+00:00,2,150
1563,Bugs_Bunny,2025-02-05 12:58:20+00:00,2025-02-05 12:58:30+00:00,1,30
1564,Tom,2025-02-05 12:48:10+00:00,2025-02-05 12:48:20+00:00,1,75
1565,Tom,2025-02-05 12:45:20+00:00,2025-02-05 12:45:30+00:00,1,45
1566,Tom,2025-02-05 12:44:10+00:00,2025-02-05 12:44:20+00:00,1,80
1567,SpongeBob,2025-02-05 12:36:20+00:00,2025-02-05 12:36:30+00:00,1,50
1568,Pikachu,2025-02-05 12:17:10+00:00,2025-02-05 12:17:20+00:00,1,50
1569,Scooby_Doo,2025-02-05 12:05:30+00:00,2025-02-05 12:05:40+00:00,2,95
1570,Doraemon,2025-02-05 12:03:10+00:00,2025-02-05 12:03:20+00:00,3,220
1571,Jerry,2025-02-05 11:44:00+00:00,2025-02-05 11:44:10+00:00,1,50
1572,Doraemon,2025-02-05 11:39:50+00:00,2025-02-05 11:40:00+00:00,1,75
1573,Mickey,2025-02-05 11:32:30+00:00,2025-02-05 11:32:40+00:00,1,100
1574,SpongeBob,2025-02-05 11:32:20+00:00,2025-02-05 11:32:30+00:00,1,70
1575,Doraemon,2025-02-05 11:24:50+00:00,2025-02-05 11:25:00+00:00,2,145
1576,Jerry,2025-02-05 11:12:20+00:00,2025-02-05 11:12:30+00:00,2,70
1577,Bugs_Bunny,2025-02-05 11:10:10+00:00,2025-02-05 11:10:20+00:00,1,50
1578,Homer_Simpson,2025-02-05 11:05:30+00:00,2025-02-05 11:05:40+00:00,3,150
1579,Doraemon,2025-02-05 11:03:50+00:00,2025-02-05 11:04:00+00:00,3,240
1580,Homer_Simpson,2025-02-05 11:02:40+00:00,2025-02-05 11:02:50+00:00,2,100
1581,Bugs_Bunny,2025-02-05 14:38:10+00:00,2025-02-05 14:38:20+00:00,1,45
1582,Mickey,2025-02-05 14:34:00+00:00,2025-02-05 14:34:10+00:00,1,50
1583,Homer_Simpson,2025-02-05 14:31:30+00:00,2025-02-05 14:31:40+00:00,2,150
1584,Pikachu,2025-02-05 14:25:50+00:00,2025-02-05 14:26:00+00:00,1,50
1585,Bugs_Bunny,2025-02-05 14:23:10+00:00,2025-02-05 14:23:20+00:00,3,120
1586,Scooby_Doo,2025-02-05 14:22:40+00:00,2025-02-05 14:22:50+00:00,1,60
1587,Homer_Simpson,2025-02-05 14:00:20+00:00,2025-02-05 14:00:30+00:00,1,75
1588,Pikachu,2025-02-05 13:38:40+00:00,2025-02-05 13:38:50+00:00,2,80
1589,Doraemon,2025-02-05 13:36:20+00:00,2025-02-05 13:36:30+00:00,1,80
1590,Pikachu,2025-02-05 13:31:40+00:00,2025-02-05 13:31:50+00:00,1,80
1591,Doraemon,2025-02-05 13:21:40+00:00,2025-02-05 13:21:50+00:00,2,105
1592,Jerry,2025-02-05 12:51:00+00:00,2025-02-05 12:51:10+00:00,1,45
1593,Bugs_Bunny,2025-02-05 12:47:10+00:00,2025-02-05 12:47:20+00:00,2,75
1594,Tom,2025-02-05 12:32:10+00:00,2025-02-05 12:32:20+00:00,1,45
1595,Doraemon,2025-02-05 12:25:30+00:00,2025-02-05 12:25:40+00:00,1,75
1596,Tom,2025-02-05 12:12:10+00:00,2025-02-05 12:12:20+00:00,2,140
1597,Mickey,2025-02-05 11:58:30+00:00,2025-02-05 11:58:40+00:00,1,80
1598,Bugs_Bunny,2025-02-05 11:54:40+00:00,2025-02-05 11:54:50+00:00,1,30
1599,Jerry,2025-02-05 11:53:30+00:00,2025-02-05 11:53:40+00:00,2,100
1600,SpongeBob,2025-02-05 11:52:40+00:00,2025-02-05 11:52:50+00:00,2,130
1601,Tom,2025-02-05 11:34:40+00:00,2025-02-05 11:34:50+00:00,1,45
